player_name,epic_account_id,platform
Trashay,082db36a2afe47498d0467ed93c8d4f8,epic
trash ay,f410a5d05be94308a63cec10a2809946,epic
Rafael-Zh,97e4ffb2f284416c8470f1806612c0f1,epic
goncalogon2020,9732d84bd88742a2b7e0ab848734d741,epic
